1.0,1.0,0.0
2.0,48.486128400056174,2.3600063080479972
3.0,91.45335421568015,4.986965066094208
4.0,130.33170639759138,7.3672474957381233
5.0,165.51029859338101,9.5210386961731697
6.0,197.34120482870594,11.469869425002623
7.0,226.14300196739313,13.233245264310684
8.0,252.2039457370588,14.828812604672024
9.0,275.78485232110944,16.272541782472114
10.0,297.12174463109511,17.578882306427847
11.0,316.42816234680623,18.760908174341878
12.0,333.89732501587895,19.830448364116734
13.0,349.70407802014813,20.798208863799367
14.0,364.00662171498408,21.673874840613571
15.0,376.94809438969907,22.466209766298835
16.0,388.6580176878013,23.183143961971115
17.0,399.25359369785099,23.831852729321763
18.0,408.84086864603654,24.418828885334552
19.0,417.51579591751977,24.949946440658799
20.0,425.36519529276433,25.430522613063701
21.0,432.4676260295563,25.865363399396344
22.0,438.8941747933049,26.258826570323894
23.0,444.70916115574448,26.614847167884971
24.0,449.97077810128752,26.936986415780076
25.0,454.73168509730556,27.228470295845224
26.0,459.03953276333891,27.49221641862578
27.0,462.93743150413241,27.730863411400488
28.0,466.46439202095723,27.946799399880735
29.0,469.65571629297705,28.142186578412698
30.0,472.54334719427146,28.318980512936921
31.0,475.1561856771047,28.478950202177234
32.0,477.52038083784186,28.623696747091856
33.0,479.65959210339003,28.754668863885456
34.0,481.59522855241249,28.873177269910748
35.0,483.34666279596451,28.980407946985462
36.0,484.93142508611555,29.077434223066195
37.0,486.36538024400846,29.165227415703008
38.0,487.66287843420258,29.244665948823645
39.0,488.8369042799153,29.316545230728032
40.0,489.89920710878653,29.381584002665708
41.0,490.86041776904847,29.440433748414318
42.0,491.73015813347433,29.493683490439622
43.0,492.51713304557455,29.54186543942448
44.0,493.22921705699491,29.585462594981447
45.0,493.87353582513032,29.624910478005624
46.0,494.45653674940223,29.660604186538254
47.0,494.98405956188805,29.692901568757939
48.0,495.46138276888786,29.722125488368899
49.0,495.89328209593276,29.748568354172697
50.0,496.28408323942205,29.77249488829132
